Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
07-may,ML,VELM000PLE,BO,Gorra Vento Paño de Lana,XXL,1,"22406,78","37.999,00","27839,18","4559,88","872,52","872,52",4%,"872,52"
08-may,ML,VELM000PLE,AZ,Gorra Vento Paño de Lana,M,1,"22406,78","37.999,00","27839,18","4559,88","872,52","872,52",4%,"872,52"
08-may,ML,BHLM080RIDF,TO,Rafia Italiana Bahia,S,1,"20724,88","41.999,00","$ 30.337,39","3779,91","5832,6","5.832,60",28%,"5.832,60"
09-may,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"54967,88","114.999,00","91514,43","13799,88","22746,67","22.746,67",41%,"22.746,67"
11-may,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"16982,35","38.999,00","$ 27.845,43","4679,88","6183,2","6.183,20",36%,"6.183,20"
12-may,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"22245,85","48.999,00","$ 36.222,93","5879,88","8097,2","8.097,20",36%,"8.097,20"
12-may,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"19213,59","33.999,00","24621,02","3059,91","2347,52","2.347,52",12%,"2.347,52"
12-may,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,M,1,"$ 11.740,63",21499,"$ 15.668,00","2579,88","1347,5","1.347,50",11%,"1.347,50"
14-may,ML,VELM000PLE,AZ,Gorra Vento Paño de Lana,M,1,"22406,78","38.499,00","28258,06","4619,88","1231,4","1.231,40",5%,"1.231,40"
15-may,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"21590,03","53.099,00","$ 39.657,71","6371,88","11695,8","11.695,80",54%,"11.695,80"
16-may,ML,VELM000APE,AZ,GORRA PIMA ESTANDAR,L,1,"19574,17","41.999,00","31190,18","5039,88","6576,13","6.576,13",34%,"6.576,13"
16-may,ML,VELM000PLE,VE,Gorra Vento Paño de Lana,L,1,"22406,78","38.499,00","28258,06","4619,88","1231,4","1.231,40",5%,"1.231,40"
16-may,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"22245,85","48.999,00","$ 36.222,93","5879,88","8097,2","8.097,20",36%,"8.097,20"
16-may,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XL,1,59106,"159.999,00","129213,18","19199,88","50907,3","50.907,30",86%,"50.907,30"
16-may,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"22245,85","48.999,00","$ 36.222,93","5879,88","8097,2","8.097,20",36%,"8.097,20"
17-may,ML,AULM080CNF,NA,Cuero Nobuk,XXL,1,"47876,07","93.999,00","$ 73.921,68","11279,88","14765,73","14.765,73",31%,"14.765,73"
18-may,MS,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"22245,85","48.499,00","$ 36.547,90","5819,88","8482,17","8.482,17",38%,"8.482,17"
18-may,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,1,"15829,22","33.999,00","$ 24.488,18","4.079,88","4579,08","4.579,08",29%,"4.579,08"
19-may,Feria,,NE,Campera Hombre,XL,1,110000,"187.000,00","$ 159.885,00",,49885,"49.885,00",45%,"49.885,00"
19-may,Feria,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,L,1,"$ 11.740,63",18700,"$ 15.988,50",,"4247,88","4.247,88",36%,"4.247,88"
19-may,Feria,,,Billetera simple,M,1,"$ 6.000,00",11900,"$ 10.174,50",,"4174,5","4.174,50",70%,"4.174,50"
19-may,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"22245,85","48.999,00","36222,93","5879,88","8097,2","8.097,20",36%,"8.097,20"
21-may,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,XXL,1,"23211,43","41.999,00","$ 30.358,68","3779,91","3367,34","3.367,34",15%,"3.367,34"
21-may,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"24180,64","53.099,00","$ 39.657,71","6371,88","9105,19","9.105,19",38%,"9.105,19"
21-may,Local,,,Faldon de Cuero,,1,29335,"55.000,00","$ 55.000,00",,25665,"25.665,00",87%,"25.665,00"
22-may,ML,KELM000ACE,TO,Gorra KENT+Caja,L,1,"17.319,62","29.999,00","$ 21.137,18","3.599,88","217,68","217,68",1%,"217,68"
22-may,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"22245,85","49.999,00","37060,68","5999,88","8814,95","8.814,95",40%,"8.814,95"
23-may,ML,,GR.OS,Pelo Pampa,M,1,"83035,04","179.999,00","145968,18","21599,88","41333,26","41.333,26",50%,"41.333,26"
23-may,ML,VELM000PLE,VE,Gorra Vento Paño de Lana,S,1,"22406,78","38.499,00","28258,06","4619,88","1231,4","1.231,40",5%,"1.231,40"
23-may,ML,VELM000PLE,MA,Gorra Vento Paño de Lana,M,1,"22406,78","38.499,00","28258,06","4619,88","1231,4","1.231,40",5%,"1.231,40"
24-may,ML,,GR.OS,Pelo Pampa,M,1,"83035,04","179.999,00","145968,18","21599,88","41333,26","41.333,26",50%,"41.333,26"
24-may,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,L,1,"$ 11.740,63",21499,"16876,03","2579,88","2555,53","2.555,53",22%,"2.555,53"
24-may,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,"54967,88","114.999,00","91514,43","13799,88","22746,67","22.746,67",41%,"22.746,67"
25-may,Local,POLM06FPF,PI,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,M,1,71368,"170.000,00","$ 170.000,00",,98632,"98.632,00",138%,"98.632,00"
26-may,ML,VELM000PLE,NE,Gorra Vento Paño de Lana,XL,1,"22406,78","43.799,00","32698,13","5255,88","5035,47","5.035,47",22%,"5.035,47"
27-may,ML,VELM000PLE,GR.OS,Gorra Vento Paño de Lana,S,1,"22406,78","43.799,00","32041,14","5255,88","4378,48","4.378,48",20%,"4.378,48"
27-may,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XL,1,59106,"159.999,00","129213,18","19199,88","50907,3","50.907,30",86%,"50.907,30"
28-may,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"54967,88","114.999,00","91514,43","13799,88","22746,67","22.746,67",41%,"22.746,67"
30-may,ML,VELM000PLE,NE,Gorra Vento Paño de Lana,XXL,1,"22406,78","43.799,00","32041,14","5255,88","4378,48","4.378,48",20%,"4.378,48"
31-may,ML,AULM080CNF,MA,Cuero Nobuk,L,1,"47876,07","93.999,00","$ 73.921,68","11279,88","14765,73","14.765,73",31%,"14.765,73"
01-jun,Feria,,NE,Campera Hombre,L,1,"120.000,00","187.000,00","$ 173.910,00",,53910,"53.910,00",45%,"53.910,00"
01-jun,Feria,VELM000PLE,NE,Gorra Vento Paño de Lana,L,1,"22.406,78","32.000,00","$ 29.760,00",,"7353,22","7.353,22",33%,"7.353,22"
01-jun,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"24180,64","53.099,00","$ 39.689,37","6371,88","9136,85","9.136,85",38%,"9.136,85"
03-jun,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,XL,0,$ -,0,"$ 0,00",0,0,-,#¡DIV/0!,-
04-jun,ML,POLM06FPF,PI,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
05-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"16982,35","38.999,00","$ 27.884,43","4679,88","6222,2","6.222,20",37%,"6.222,20"
05-jun,ML,VELM000PLE,NE,Gorra Vento Paño de Lana,M,1,"22406,78","43.799,00","$ 32.741,93","5255,88","5079,27","5.079,27",23%,"5.079,27"
07-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"24180,64","53.099,00","$ 39.710,81","6371,88","9158,29","9.158,29",38%,"9.158,29"
07-jun,ML,VELM000PLE,BE,Gorra Vento Paño de Lana,M,1,"22406,78","43.799,00","$ 32.741,93","5255,88","5079,27","5.079,27",23%,"5.079,27"
07-jun,ML,VELM000PLE,GR.OS,Gorra Vento Paño de Lana,XL,0,,,,,,,,-
07-jun,ML,VELM000PLE,GR.OS,Gorra Vento Paño de Lana,XL,1,"22406,78","43.799,00","$ 32.741,93","5255,88","5079,27","5.079,27",23%,"5.079,27"
08-jun,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,S,1,59106,"159.999,00","$ 129.373,18","19199,88","51067,3","51.067,30",86%,"51.067,30"
08-jun,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,S,1,"23211,43","41.999,00","$ 30.382,43","3779,91","3391,09","3.391,09",15%,"3.391,09"
08-jun,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"54967,88","114.999,00","91629,43","13799,88","22861,67","22.861,67",42%,"22.861,67"
09-jun,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,L,1,59106,"159.999,00","$ 129.373,18","19199,88","51067,3","51.067,30",86%,"51.067,30"
10-jun,ML,VELM000PLE,BO,Gorra Vento Paño de Lana,L,1,"22406,78","43.799,00","$ 32.741,93","5255,88","5079,27","5.079,27",23%,"5.079,27"
10-jun,ML,VELM000APE,BE,GORRA PIMA ESTANDAR,M,1,"19574,17","41.999,00","$ 31.232,18","5039,88","6618,13","6.618,13",34%,"6.618,13"
10-jun,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"24180,64","53.099,00","$ 39.710,81","6371,88","9158,29","9.158,29",38%,"9.158,29"
10-jun,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,M,1,"$ 11.740,63","29.999,00","$ 21.167,18","3599,88","5826,68","5.826,68",50%,"5.826,68"
10-jun,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,XXL,1,"23211,43","41.999,00","$ 30.400,68","3779,91","3409,34","3.409,34",15%,"3.409,34"
10-jun,ML,,,Delantal Cuero,,0,0,0,0,0,0,-,#¡DIV/0!,-
11-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"16982,35","38.999,00","$ 27.884,43","4679,88","6222,2","6.222,20",37%,"6.222,20"
11-jun,ML,VELM000PLE,MA,Gorra Vento Paño de Lana,L,1,"22406,78","47.999,00","$ 36.264,68","5759,88","8098,02","8.098,02",36%,"8.098,02"
11-jun,Local,VELM000PLE,NE,Gorra Vento Paño de Lana,M,1,"22406,78","45.600,00","$ 41.040,00",,"18633,22","18.633,22",83%,"18.633,22"
11-jun,Local,VELM000PLE,MA,Gorra Vento Paño de Lana,L,1,"22406,78","45.600,00","$ 41.040,00",,"18633,22","18.633,22",83%,"18.633,22"
11-jun,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"24180,64","53.099,00","38914,32","6371,88","8361,8","8.361,80",35%,"8.361,80"
11-jun,ML,VELM000PLE,AZ,Gorra Vento Paño de Lana,M,1,"22406,78","47.999,00","$ 36.264,68","5759,88","8098,02","8.098,02",36%,"8.098,02"
11-jun,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"47876,07","93.999,00","$ 72.605,69","11279,88","13449,74","13.449,74",28%,"13.449,74"
11-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"16982,35","38.999,00","$ 27.884,43","4679,88","6222,2","6.222,20",37%,"6.222,20"
11-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,S,1,"16982,35","38.999,00","$ 27.884,43","4679,88","6222,2","6.222,20",37%,"6.222,20"
13-jun,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"24180,64","53.099,00","39710,81","6371,88","9158,29","9.158,29",38%,"9.158,29"
13-jun,ML,AULM080CEF,NE,Cuero Engrasado,XL,1,"54967,88","114.999,00","$ 91.658,18","13799,88","22890,42","22.890,42",42%,"22.890,42"
13-jun,ML,VELM000PLE,BE,Gorra Vento Paño de Lana,XL,1,"22406,78","47.999,00","$ 36.264,68","5759,88","8098,02","8.098,02",36%,"8.098,02"
13-jun,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,L,1,"23211,43","41.999,00","$ 30.382,43","3779,91","3391,09","3.391,09",15%,"3.391,09"
14-jun,Local,1001,,Cuchilla N 16 INOX,,1,"12182,1",33000,"29.700,00",,"17517,9","17.517,90",144%,"17.517,90"
15-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"16982,35","38.999,00","$ 27.884,42","4679,88","6222,19","6.222,19",37%,"6.222,19"
15-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"16982,35","38.999,00","$ 27.884,42","4679,88","6222,19","6.222,19",37%,"6.222,19"
16-jun,ML,PALM080FLL,NE,FIELTRO PAMPA 8,L,1,"66467,44","179.999,00","$ 146.148,18","21599,88","58080,86","58.080,86",87%,"58.080,86"
16-jun,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,L,1,"23211,43","41.999,00","$ 30.400,68","3779,91","3409,34","3.409,34",15%,"3.409,34"
16-jun,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,XL,1,59106,"159.999,00","$ 129.373,18","19199,88","51067,3","51.067,30",86%,"51.067,30"
18-jun,ML,POLM06FPF,PI,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,XL,1,"86355,28","169.999,00","$ 137.229,18","20399,88","30474,02","30.474,02",35%,"30.474,02"
18-jun,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"54967,88","114.999,00","91097,93","13799,88","22330,17","22.330,17",41%,"22.330,17"
19-jun,ML,KELM000ACE,NA,Gorra KENT+Caja,L,1,"17.319,62","33.249,05","23473,16","3.989,89","2163,65","2.163,65",12%,"2.163,65"
20-jun,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"47876,07","93.999,00","$ 73.507,68","11279,88","14351,73","14.351,73",30%,"14.351,73"
20-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"16982,35","38.999,00","$ 27.352,93","4679,88","5690,7","5.690,70",34%,"5.690,70"
21-jun,ML,305,,Cuchilla Artesanal Mission N 16 Inoxidable 0305,,1,"13895,035","$ 35.329,10","$ 24.282,21","1413,164","8974,01","8.974,01",65%,"8.974,01"
23-jun,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"22245,85","47.499,05","$ 33.769,86","5699,886","5824,12","5.824,12",26%,"5.824,12"
24-jun,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"22245,85","47.499,05","$ 33.769,86","5699,886","5824,12","5.824,12",26%,"5.824,12"
26-jun,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"15829,22","32.299,05","$ 22.191,86","3.875,89","2486,75","2.486,75",16%,"2.486,75"
26-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"16982,35","38.999,00","$ 27.362,68","4679,88","5700,45","5.700,45",34%,"5.700,45"
27-jun,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"15829,22","32.299,05","$ 22.676,35","3.875,89","2971,24","2.971,24",19%,"2.971,24"
28-jun,ML,POLM06FPF,PI,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,XL,1,"86355,28","169.999,00","$ 136.157,68","20399,88","29402,52","29.402,52",34%,"29.402,52"
28-jun,ML,PALM080FLL,NE,FIELTRO PAMPA 8,L,1,"66467,44","179.999,00","$ 144.545,18","21599,88","56477,86","56.477,86",85%,"56.477,86"
29-jun,ML,KELM000ACE,TO,Gorra KENT+Caja,L,1,"17.319,62","33.249,05","$ 22.590,26","3.989,89","1280,75","1.280,75",7%,"1.280,75"
30-jun,ML,850,,Cuchilla Artesanal Mission N16 C/ Chaira 0850,,1,"16779,3241","$ 39.213,25","26337,59","1568,53","7989,74","7.989,74",48%,"7.989,74"
01-jul,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"15829,22","32.299,05","$ 21.825,74","3.875,89","2120,63","2.120,63",13%,"2.120,63"
01-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"22245,85","47.499,05","$ 33.458,34","5699,886","5512,6","5.512,60",25%,"5.512,60"
02-jul,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,XL,1,"23211,43","41.999,00","$ 28.839,67","3779,91","1848,33","1.848,33",8%,"1.848,33"
03-jul,ML,VELM000APE,AZ,GORRA PIMA ESTANDAR,M,1,"19574,17","45.999,00","$ 33.330,27","5519,88","8236,22","8.236,22",42%,"8.236,22"
05-jul,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,XXL,1,59106,"159.999,00","134359,16","19199,88","56053,28","56.053,28",95%,"56.053,28"
06-jul,ML,PALM080FLL,MA,FIELTRO PAMPA 8,M,1,"66467,44","179.999,00","141125,19","21599,88","53057,87","53.057,87",80%,"53.057,87"
06-jul,ML,AULM080CNF,MA,Cuero Nobuk,L,1,"47876,07","93.999,00","$ 72.506,67","11279,88","13350,72","13.350,72",28%,"13.350,72"
08-jul,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"47876,07","93.999,00","$ 72.506,67","11279,88","13350,72","13.350,72",28%,"13.350,72"
08-jul,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"47876,07","93.999,00","$ 72.506,67","11279,88","13350,72","13.350,72",28%,"13.350,72"
08-jul,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,XXL,1,59106,"159.999,00","$ 127.930,17","19199,88","49624,29","49.624,29",84%,"49.624,29"
09-jul,ML,AULM080CNF,MA,Cuero Nobuk,S,1,"47876,07","93.999,00","$ 72.506,67","11279,88","13350,72","13.350,72",28%,"13.350,72"
10-jul,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"24180,64","53.099,00","$ 38.160,90","6371,88","7608,38","7.608,38",31%,"7.608,38"
11-jul,ML,VELM000PLE,NE,Gorra Vento Paño de Lana,L,1,"22406,78","47.999,00","$ 35.009,77","5759,88","6843,11","6.843,11",31%,"6.843,11"
11-jul,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XXL,1,"22245,85","47.499,05","$ 33.458,34","5699,886","5512,6","5.512,60",25%,"5.512,60"
11-jul,ML,PALM080FLL,MA,FIELTRO PAMPA 8,S,1,"66467,44","179.999,00","$ 144.725,17","21599,88","56657,85","56.657,85",85%,"56.657,85"
11-jul,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,XXL,1,"23211,43","41.999,00","$ 29.911,17","3779,91","2919,83","2.919,83",13%,"2.919,83"
12-jul,ML,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,XL,1,"25044,58","49.999,00","$ 35.557,67","4.499,91","6013,18","6.013,18",24%,"6.013,18"
14-jul,ML,AULM080CEF,MA,Cuero Engrasado,S,1,"54967,88","114.999,00","$ 90.141,42","13799,88","21373,66","21.373,66",39%,"21.373,66"
16-jul,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"47876,07","93.999,00","$ 72.506,67","11279,88","13350,72","13.350,72",28%,"13.350,72"
16-jul,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"54967,88","129.999,00","$ 91.817,75","15599,88","21249,99","21.249,99",39%,"21.249,99"
16-jul,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"24180,64","53.099,00","$ 38.160,90","6371,88","7608,38","7.608,38",31%,"7.608,38"
18-jul,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"24180,64","53.099,00","$ 38.160,90","6371,88","7608,38","7.608,38",31%,"7.608,38"
20-jul,ML,VELM000PLE,VE,Gorra Vento Paño de Lana,M,1,"22406,78","47.999,00","$ 35.009,77","5759,88","6843,11","6.843,11",31%,"6.843,11"
20-jul,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"24180,64","53.099,00","$ 38.160,90","6371,88","7608,38","7.608,38",31%,"7.608,38"
20-jul,Local,AULM080CEF,MA,Cuero Engrasado,XL,1,"57716,274","110.000,00","$ 110.000,00",,"52283,73","26.141,86",45%,"26.141,86"
21-jul,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"24180,64","53.099,00","$ 38.160,90","6371,88","7608,38","7.608,38",31%,"7.608,38"
22-jul,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XL,1,59106,"159.999,00","$ 127.930,17","19199,88","49624,29","49.624,29",84%,"49.624,29"
22-jul,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
23-jul,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"57716,274","129.999,00","$ 91.817,75","15599,88","18501,6","18.501,60",32%,"18.501,60"
23-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23358,1425","49.999,00","$ 35.541,26","5999,88","6183,24","6.183,24",26%,"6.183,24"
24-jul,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","53.099,00","$ 38.160,90","6371,88","6399,35","6.399,35",25%,"6.399,35"
25-jul,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,M,1,"$ 12.914,69","29.999,00","$ 19.894,27","3599,88","3379,7","3.379,70",26%,"3.379,70"
25-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
26-jul,ML,PALM080FLL,MA,FIELTRO PAMPA 8,S,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
27-jul,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
27-jul,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","53.099,00","$ 38.160,90","6371,88","6399,35","6.399,35",25%,"6.399,35"
28-jul,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
28-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
29-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
29-jul,ML,VELM000APE,BE,GORRA PIMA ESTANDAR,L,1,"20552,8785","45.999,00","$ 33.330,27","5519,88","7257,51","7.257,51",35%,"7.257,51"
29-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
30-jul,ML,VELM000PLE,NE,Gorra Vento Paño de Lana,L,1,"23527,119","47.999,00","$ 35.009,77","5759,88","5722,77","5.722,77",24%,"5.722,77"
31-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
31-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"23358,1425","49.999,00","$ 35.557,67","5999,88","6199,65","6.199,65",27%,"6.199,65"
31-jul,ML,VELM000APE,AZ,GORRA PIMA ESTANDAR,L,1,"20552,8785","45.999,00","$ 34.213,17","5519,88","8140,41","8.140,41",40%,"8.140,41"
31-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
31-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23358,1425","49.999,00","$ 41.986,66","5999,88","12628,64","12.628,64",54%,"12.628,64"
31-jul,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
01-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
01-ago,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","53.099,00","$ 39.232,40","6371,88","7470,85","7.470,85",29%,"7.470,85"
01-ago,ML,Prov2,NA,Cuero Nobuk,M,1,"47876,07","79.999,00","$ 61.821,67","9599,88","4345,72","4.345,72",9%,"4.345,72"
02-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,S,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
02-ago,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
03-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","53.099,00","$ 38.435,91","6371,88","6674,36","6.674,36",26%,"6.674,36"
03-ago,ML,,NAR,Gorra Lino,,1,10000,23999,"$ 15.738,67",,"5738,67","5.738,67",57%,"5.738,67"
03-ago,ML,AULM080CNF,NA,Cuero Nobuk,L,1,"50269,8735","93.999,00","$ 73.578,17","11279,88","12028,42","12.028,42",24%,"12.028,42"
04-ago,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"16620,681","37.999,00","$ 27.495,17","4.559,88","6314,61","6.314,61",38%,"6.314,61"
04-ago,ML,AULM080PAF,TO,AUSTR ALA 8 PANAMA FLEXIL,XL,1,"75.000,00",229.999,"187.784,17","9199,96","103584,21","103.584,21",138%,"103.584,21"
04-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
04-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"25389,672","53.099,00","$ 39.232,40","6371,88","7470,85","7.470,85",29%,"7.470,85"
04-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","53.099,00","$ 39.232,40","6371,88","7470,85","7.470,85",29%,"7.470,85"
05-ago,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"23358,1425","49.999,00","$ 36.629,17","5999,88","7271,15","7.271,15",31%,"7.271,15"
05-ago,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"25389,672","53.999,00","$ 39.988,17","6479,88","8118,62","8.118,62",32%,"8.118,62"
05-ago,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"25389,672","53.999,00","$ 39.988,17","6479,88","8118,62","8.118,62",32%,"8.118,62"
06-ago,ML,PALM080FLL,NE,FIELTRO PAMPA 8,M,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
06-ago,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"19970,9895","38.999,00","$ 26.320,42","4679,88","1669,55","1.669,55",8%,"1.669,55"
